all_names,entity_type,notes
OAK CREEK MOBILE HOME PARK,water_system,
GRAVENSTEIN SCHOOL DISTRICT-GRAVENSTEIN,water_system,
DOS PALOS Y AUCTION YARD,water_system,
YOSEMITE FORKS EST MUTUAL,water_system,
MADISON SERVICE DIST,water_system,
GORDON'S WELL PARK # 2,water_system,
LYNWOOD PARK MUTUAL WATER CO.,water_system,
JOSHUA BASIN WATER DISTRICT,water_system,
WEST VALLEY COUNTY WATER DISTRICT,water_system,
STOCKDALE RANCHOS MUTUAL WATER CO,water_system,
SCE/BIG CREEK POWERHOUSE 1,water_system,
MERCED RIVER RESORT,water_system,
MUSTANG MUTUAL WATER SYSTEM,water_system,
MADERA CO CMD19-PARKWOOD,water_system,
PLANADA ELEMENTARYSCHOOL,water_system,
PLAINSBURG ELEMENTARY SCHOOL,water_system,
BACIGALUPI VINEYARDS,water_system,
CALGREN RENEWABLE FUELS,water_system,
UPLANDS OF THE KERN MUTUAL WATER COMPANY,water_system,
THE JEFFREY HOTEL,water_system,
OWENS PEAK SOUTH,water_system,
MOULTON NIGUEL WATER DISTRICT,water_system,
SANTA FE I.D.,water_system,
IRONWOOD CAMP,water_system,
SAN MIGUELITO MWC,water_system,
CAL FIRE SONOMA-LAKE-NAPA UNIT HQ,water_system,
SIERRA HIGH SCHOOL,water_system,
SJRP COKE HALLOWELL CENTER,water_system,
SUMNER PECK RANCH,water_system,
SUPER DRIVE IN,water_system,
THREE CROWNS ASSOCIATION,water_system,
TESSENDERLO KERLEY INC,water_system,
TRINITY PRESBYTERIAN CHURCH,water_system,
LONE PINE MHP,water_system,
WEST TECH INDUSTRIAL PARK,water_system,
CALENERGY (VULCAN POWER PLANT),water_system,
CLINE CELLARS,water_system,
U.S. ARMY CORP NEW HOGAN,water_system,
US ARMY CORPS/TRIMMER CAMPGROUND,water_system,
VIE-DEL COMPANY,water_system,
BUCKLEY FAMILY PARTNERSHIP,water_system,
CALFIRE-ALDER CONSERVATION CAMP,water_system,
OAK MANOR WS,water_system,
WONDERFUL PISTACHIOS & ALMONDS-EL DORADO,water_system,
CREEKSIDE MOBILEHOME PARK,water_system,
JUVENILE JUSTICE CAMPUS,water_system,
"CA STATE PARKS - EMERALD BAY, VIKINGSHOL",water_system,
ZONNEVELD DAIRY - CERINI,water_system,
LARRY A SHEHADEY DAIRY,water_system,
LICHAU HYLANDS MUTUAL WATER COMPANY,water_system,
COURTRIGHT LAKE VILLAGE,water_system,
LAZY M MARINA,water_system,
CWS - LOWER BODFISH WATER SYSTEM,water_system,
OLD OAK RANCH,water_system,
CAL-WATER SERVICE CO.-CHICO,water_system,
VACA VILLA APARTMENTS,water_system,
POINDEXTER NUT COMPANY,water_system,
CAL AMERICAN - YERBA BUENA,water_system,
INDIAN DIGGINGS SCHOOL,water_system,
PIONEER BIBLE CHURCH,water_system,
CWS-GRAND OAKS WATER SYSTEM,water_system,
LSID-STRATHMORE SYSTEM,water_system,
CAL-WATER SERVICE CO.-HAMILTON CITY,water_system,
CAMP ROBERTS - CALIFORNIA NATIONAL GUARD,water_system,
LAMONT PUBLIC UTILITY DIST,water_system,
PALO VERDE COUNTY WATER DIST.,water_system,
DENAIR COMMUNITY SERVICES DISTRICT,water_system,
GLEN EDEN SUN CLUB,water_system,
LEISURE MOBILE HOME PARK,water_system,
PINE MOUNTAIN MUTUAL WATER CO.,water_system,
CALAVERAS PUD,water_system,
COPAIN WINE CELLARS,water_system,
MARQUEZ RENTAL,water_system,
TREASURE ISLAND,water_system,
SALT CREEK SUMMER HOMES,water_system,
BRANSCOMB MOBILE HOME PARK,water_system,
YOKAYO TRIBE OF INDIANS,water_system,
TWIN PINES BOYS RANCH,water_system,
NPS-ASH MOUNTAIN,water_system,
HOG ISLAND OYSTER CO.,water_system,
GIBSON'S ROADHOUSE CAFE,water_system,
MONDAVI FARM WORKER CENTER,water_system,
"LANDMARK VINEYARDS, LTD.",water_system,
STUMPY MEADOWS CAMPGROUND,water_system,
CITY OF PITTSBURG,water_system,
OASIS PROPERTY OWNERS ASSOCIATION,water_system,
BLUE LAKES MOBILE HOME PARK,water_system,
LOS CARNEROS MWA,water_system,
HOLLAND HEIGHTS MUTUAL WATER COMPANY,water_system,
OCEANO COMM SERVICES DIST.,water_system,
ELKHORN RD WS #04,water_system,
NACO WEST - RUSSIAN RIVER PRESERVE,water_system,
RANCHO CHAPARRAL MWC,water_system,
DESCANSO COMMUNITY WATER DISTRICT,water_system,
SONOMA COUNTY PARKS-RIVERFRONT PARK,water_system,
CLEAR SKIES MOBILE HOME PARK,water_system,
ARMONA COMMUNITY SERVICES DIST,water_system,
CABANA HOLIDAY WS,water_system,
WASHINGTON SCHOOL,water_system,
SNELLING MERCED FALLS SCHOOL,water_system,
"SAPUTO DAIRY FOODS USA, LLC",water_system,
JACOBY CREEK CWD,water_system,
MCALPINE LAKE & PARK,water_system,
SEAWOOD ESTATES MUTUAL WATER COMPANY,water_system,
LAKEWOOD MEMORIAL PARK & FUNERAL HOME,water_system,
"MENDOTA, CITY OF",water_system,
LAS COLINAS ROAD & WATER ASSN,water_system,
DOLAN RD MWC,water_system,
MANZANITA HILLS WA,water_system,
ROBINSON'S CORNER MHP,water_system,
MOUNT TORO RANCHOS MWA,water_system,
DRY CREEK VINEYARD,water_system,
SPERRY MHP,water_system,
CONCORD MT DIABLO TRAILRIDE ASSOC.,water_system,
MWD OF SO CAL IRON MOUNTAIN,water_system,
SEELEY CWD,water_system,
SKY ACRES MUTUAL WATER CORP,water_system,
EL RANCHO MOBILE ESTATES,water_system,
CALIFORNIA ORCHARD WS,water_system,
SPANISH RANCH RV PARK,water_system,
"AWA, IONE",water_system,
BETHEL BAPTIST CHURCH,water_system,
MUSCOY MWC NO. 1,water_system,
PRINCES CAMP RESORT WS,water_system,
NORTHSTAR CSD - MARTIS VALLEY,water_system,
RAM NAAM MANDALI CHURCH OF MODESTO,water_system,
DDSD RECYCLING PROJECT,water_system,
MINERAL COUNTY WATER DISTRICT,water_system,
KORBEL BROTHERS WINERY,water_system,
PRATTVILLE WATER ASSN,water_system,
MOUNTAIN VIEW MHP,water_system,
MESA DEL TORO MWC,water_system,
SAN VICENTE MWC,water_system,
GRIZZLY CREEK SP-STATE PARKS,water_system,
SUNRISE SHORE MUTUAL WATER COMPANY,water_system,
CALIFORNIA ODD FELLOW-REBEKAH,water_system,
DODGE RIDGE SKI RESORT,water_system,
FOOTHILL HORIZONS,water_system,
JOST POST WA,water_system,
USN SAN CLEMENTE ISLAND,water_system,
GRAVENSTEIN SCHOOL DISTRICT-HILLCREST,water_system,
VILLA DEL MONTE MWC,water_system,
HOUSEBOAT MINI MART,water_system,
SANTA CRUZ WATER DEPARTMENT,water_system,
LA CASA LOMA RIVER STORE,water_system,
"HISTORIC PRIEST STATION, LLC",water_system,
"PEPPERY BAR AND GRILL, THE",water_system,
LONG BARN LODGE INC.,water_system,
SIERRA WALDORF SCHOOL,water_system,
GREENHAVEN HOA,water_system,
NPS PRNS - BEACHES,water_system,
LNF-EAGLE LAKE RANGER STATION,water_system,
SIERRA WATER RESOURCES - SIERRA CITY,water_system,
"SIERRA CITY WATER WORKS, INC.",water_system,
BIG LAGOON CSD,water_system,
WHISKEYTOWN NRA-OAK BOTTOM,water_system,
CAL FIRE-TRINITY RIVER CONSERVATION CAMP,water_system,
COLEMAN NATIONAL FISH HATCHERY,water_system,
"HAT CREEK RESORT & RV PARK, LLC",water_system,
DP&R - CASTLE CRAGS SP,water_system,
CRYSTAL LAKE FISH HATCHERY,water_system,
SHASTA DISTRICT FAIR,water_system,
WEST ALMANOR M.W.C.,water_system,
CALTRANS-CHESTER SAFETY REST STOP,water_system,
APRICOT LN WS,water_system,
CALTRANS-MASSACK REST STOP,water_system,
CALTRANS-L.T. DAVIS RESTSTOP,water_system,
CSP-GOAT ROCK STATE BEACH,water_system,
CITY OF DOS PALOS,water_system,
"COVINA-CITY, WATER DEPT.",water_system,
ORCHARD DALE WATER DISTRICT,water_system,
RANCHO PINO VERDE,water_system,
PINECREST PERMITTEES ASSN,water_system,
USFS CLARK FORK CAMPD,water_system,
USFS SANDBAR FLAT CAMPGD,water_system,
FRANCIS COPPOLA WINERY,water_system,
BROOKTRAILS TOWNSHIP CSD,water_system,
YOSEMITE NPS-ARCH ROCK,water_system,
VIERRA KNOLLS MWC,water_system,
YOSEMITE NPS-BRIDALVEIL FALL,water_system,
CLOVERDALE CAMPGROUND,water_system,
YOSEMITE NPS-HODGDON MEADOW,water_system,
"DORRIS, CITY OF",water_system,
OLIVENHAIN MWD,water_system,
CAL AM - WALNUT GROVE,water_system,
CALIFORNIA-AMERICAN GEYSERVILLE (PUC),water_system,
VIEW CREST LODGE,water_system,
CAL AM - RAYMOND,water_system,
ANDERSON MOBILE HOME PARK,water_system,
MESQUITE MINES INC.,water_system,
OROVILLE MOBILE HOME PARK,water_system,
BEAR RIVER CAMP--SOUTH SHORE,water_system,
CARNEROS DELI,water_system,
SONOMA MOUNTAIN COUNTY WATER DISTRICT,water_system,
CAL AM - COARSEGOLD,water_system,
CAL AM - GOLDSIDE,water_system,
CAL AM WATER COMPANY - GARRAPATA,water_system,
CAL AM WATER COMPANY - RALPH LANE,water_system,
CAL AMERICAN WC - RIO PLAZA,water_system,
DIAMOND MOUNTAIN GOLF CLUB,water_system,
JANESVILLE ELEMENTARY SCHOOL,water_system,
WESTGATE PETROLEUM,water_system,
EBRPD - DEL VALLE REGIONAL PARK,water_system,
CHANGING ECHOES,water_system,
NORTH STAR MOBILE HOME PARK,water_system,
STONEWOOD CANYON ESTATES,water_system,
FCSA 47 - QUAIL LAKE ESTATES,water_system,
BYRON UNITED METHODIST,water_system,
SAN MIGUEL COMMUNITY SERVICES DISTRICT,water_system,
TAHOE SANDS INN,water_system,
FOREST RANCH CHARTER SCHOOL,water_system,
TOYON MIDDLE SCHOOL,water_system,
SHADOW ACRES MUTUAL WATER COMPANY,water_system,
DUBLIN SAN RAMON SERVICES DISTRICT,water_system,
KERN CO P&R-LAKE WOOLLOMES WATER SYSTEM,water_system,
KYBURZ MUTUAL WATER COMPANY,water_system,
SIERRA HIGHLAND CSD,water_system,
TENNANT C.S.D.,water_system,
COBB AREA COUNTY WATER DISTRICT,water_system,
"ANGELS, CITY OF",water_system,
NEWELL COUNTY WATER DISTRICT,water_system,
ISOT COMMUNITY WATER SYSTEM,water_system,
SHASTA VIEW HEIGHTS OWNERS ASSOCIATION,water_system,
BALLICO CSD,water_system,
RIVER RANCH FARM WORKER CENTER,water_system,
LINDA FALLS TERRACE MUTUAL,water_system,
R RANCH AT THE LAKE,water_system,
RANCHO MURIETA COMMUNITY SERVI,water_system,
IDYLLWILD WATER DISTRICT,water_system,
MINERAL MOUNTAIN MUTUAL WATER,water_system,
R-WILD HORSE RANCH,water_system,
CSP-WRIGHTS BEACH STATE PARK,water_system,
STONE CREEK WATER COMPANY,water_system,
FERN VALLEY WD,water_system,
MT. HEBRON WORK CENTER,water_system,
ALLIANCE REDWOODS CONFERENCE GROUNDS,water_system,
BEAR RIVER LAKE RESORT,water_system,
BLACK CHASM CAVERN,water_system,
CAL AM - ANTELOPE,water_system,
GONZALES  GAS STATION WS,water_system,
SAWYER S BAR WORK CENTER,water_system,
CITY OF SAN BERNARDINO (RECLAMATION),water_system,
CRESCENT BEACH MOTEL,water_system,
MURRIETA PALMS MOBILE HOME PARK,water_system,
SALT & STONE RESTAURANT,water_system,
BRITZ/FIVE POINTS,water_system,
GREEN VALLEY CWD,water_system,
CSA 70 W-3 HACIENDA,water_system,
GABILAN WC,water_system,
BANNING HTS. MUTUAL WATER CO.,water_system,
DEL RIO EAST HOA WATER SYSTEM,water_system,
THIMIO MWC,water_system,
LILY OF THE VALLEY MOBILE VILLAGE,water_system,
EL DORADO WEST MHP,water_system,
ST. FRANCIS RETREAT CENTER,water_system,
VIMARK TRIONE WINERY,water_system,
MULLER MUTUAL WATER COMPANY,water_system,
DEL DIOS MUTUAL WATER COMPANY,water_system,
"OWENS VALLEY WATER RESOURCES, INC.",water_system,
OLYMPIA MOBILODGE,water_system,
USDA-FOREST SERVICE PRINCESS CAMPGROUND,water_system,
MOUNTAIN OF ATTENTION WATER,water_system,
SUNRISE MOBILEHOME PARK,water_system,
SHOP & SAVE,water_system,
WILSON ACRES MUTUAL WATER,water_system,
ZICHICHI WINERY,water_system,
MAJESTIC PINES COMMUNITY SD,water_system,
LITTLE AVENUE WATER SYSTEM,water_system,
CLIO PUBLIC UTILITY DISTRICT,water_system,
LA TORRES PARK,water_system,
HARLEY FARMS GOAT DAIRY,water_system,
MERCED FRUIT BARN,water_system,
WOODFORDS MUTUAL WATER COMPANY,water_system,
CALTRANS CAMP ROBERTS RSRA NB,water_system,
"U.S.N., SAN NICOLAS ISLAND",water_system,
PINE VALLEY BIBLE CONFERENCE CENTER,water_system,
LAGUNA NEGRA MUTUAL WATER CO.,water_system,
B & W RESORT MARINA,water_system,
PSEA CAMP - DESABLA,water_system,
CUYAMA COMMUNITY SERVICES DISTRICT,water_system,
TEMPLETON CSD,water_system,
HONCUT ELEMENTARY SCHOOL,water_system,
ENOS LANE PUBLIC UTILITY DISTRICT,water_system,
USFWS SAN LUIS NWR COMPLEX,water_system,
MAYWOOD MUTUAL WATER CO. #2,water_system,
MONTECITO SEA MEADOWS,water_system,
MEADOWLARK RANCHES MUTUAL WATER COMPANY,water_system,
CONUNDRUM WINERY WS,water_system,
"CATHEDRAL HILLS MWC, INC",water_system,
FILLMORE IRRIGATION CO,water_system,
MD 85 VALETA,water_system,
CLEMENTS WATER WORKS #43,water_system,
DARRIGOS WATER SYSTEM,water_system,
CENTINELA STATE PRISON,water_system,
APTOS RIDGE MUTUAL WATER CO,water_system,
SAM S FENCE,water_system,
CALENERGY (ADMINISTRATIVE),water_system,
WILLOW BERM MARINA,water_system,
M.F. MITCHELL & COMPANY,water_system,
SKY VIEW COUNTY WATER,water_system,
SABRINA CAMPGROUND,water_system,
BIGGERS GLEN MUTUAL WATER CO,water_system,
EL CAMINO WC INC,water_system,
DEL ORO WATER CO.-LIME SADDLE MARINA,water_system,
PLANADA CSD,water_system,
VALLEY VIEW TRAILER PARK,water_system,
COUNTRY VILLAGE MOBILE HOME PARK,water_system,
RIDGEWOOD WATER SYSTEM,water_system,
"EL ADOBE POA, INC.",water_system,
MARKLEEVILLE WATER CO.,water_system,
CSP - RANCHO DEL OSO,water_system,
GRIMMWAY FARMS- FROZEN FOODS,water_system,
"CHAOS VINEYARDS, LLC.",water_system,
ALMOND PARK WATER SYSTEM,water_system,
MAURLAND MANOR WATER SYSTEM,water_system,
SUNNY ROAD WATER SYSTEM,water_system,
FLAG CITY WATER SYSTEM,water_system,
CHESTER PUBLIC U.D.,water_system,
RIVERSIDE CAMPGROUND WS,water_system,
"LINDSAY, CITY OF",water_system,
NUEVO WATER COMPANY,water_system,
JUNE LAKE PUD - DOWN CANYON,water_system,
CENTERVILLE C.S.D.,water_system,
DRIFTWOOD MOBILEHOME PARK,water_system,
EKTIMO VINEYARDS,water_system,
NORTH SHORE ESTATES  WS,water_system,
CANYON SCHOOL,water_system,
BENZIGER FAMILY WINERY,water_system,
SPORTSMANS PARADISE,water_system,
CAPITAL LUMBER COMPANY,water_system,
CDF - OWENS VALLEY CONSERVATION CAMP,water_system,
WASCO ST. PRISON RECEPTION CTR,water_system,
PG&E: PHILBROOK DAM,water_system,
ASOLEADO MWC,water_system,
MCUSD - SIERRA FOOTHILL CHARTER SCHOOL,water_system,
SENIOR CANYON MUTUAL WATER CO,water_system,
ADVENTIST HEALTH - ST. HELENA HOSPITAL,water_system,
YOSEMITE NPS-YOSEMITE VALLEY,water_system,
BIRCHIM COMMUNITY SERVICE DISTRICT,water_system,
SYLVAN HARBOR TRAILER PARK,water_system,
LAKE JODIE WATER SYSTEM,water_system,
WESTERN VALLEY MEAT COMPANY,water_system,
LOWER ROCK CREEK MUTUAL WATER CO.,water_system,
HEAVENLY OAKS,water_system,
VALLEY CENTER MWD,water_system,
BOISSET - DE LOACH WINERY,water_system,
CAL FIRE-DEADWOOD CONSERVATION CAMP,water_system,
DOCTOR'S PARK OWNERS ASSOCIATION,water_system,
JUNE LAKE PUD VILLAGE,water_system,
DELPHIC ELEMENTARY SCHOOL,water_system,
MEYERS WATER CO.,water_system,
GEYSERVILLE NEWTECH ACADEMY SCHOOL,water_system,
FLOWERS WINERY,water_system,
COUNTRYSIDE MOBILE HOME PARK,water_system,
BIG SPRINGS UNION ELEM. SCHOOL,water_system,
SOUTH DESERT MUTUAL WATER COMPANY,water_system,
WILLOW CREEK SCHOOL,water_system,
"ADELANTO, CITY OF",water_system,
VISTA GRANDE WATER SYSTEM,water_system,
RIO RANCH COMMUNITY SVCS DIST,water_system,
GATEWAY MOBILE HOME PARK,water_system,
LASSEN VIEW WATER DISTRICT,water_system,
SILVERFORK CAMPGROUND,water_system,
RUSH CREEK MUTUAL WATER SYSTEM,water_system,
BERRY DR WS #02,water_system,
BYRON CORNERS INC,water_system,
LAKESHORE RESORT,water_system,
HUCKLEBERRY WATER DEVELOPMENT,water_system,
ELKHORN BOAT LAUNCH    [SWS],water_system,
WILLOW CREEK C.S.D.,water_system,
BIG RISE VILLAGE,water_system,
WEAVERVILLE C.S.D.,water_system,
USFS-JACKSON LAKE V-4,water_system,
OCEAN GROVE LODGE,water_system,
CAMP SARATOGA,water_system,
LAGUNA MOUNTAIN MUTUAL WATER CO.,water_system,
KING'S IV CONDOMINIUMS,water_system,
SOUTH FEATHER W&P - BANGOR,water_system,
VILLA TOSCANO WINERY,water_system,
MUSICK CREEK TRACT ASSOCIATION,water_system,
OROSI PUBLIC UTILITY DISTRICT,water_system,
PARK WEST MUTUAL WATER COMPANY,water_system,
ANZAR HIGH SCHOOL,water_system,
TURLOCK GOLF & COUNTRY CLUB,water_system,
SID - BLUE RIDGE OAKS,water_system,
5033 PENTECOST,water_system,
CANYON FEED & SUPPLY,water_system,
HIDDEN VIEWS MHP WS,water_system,
HORSESHOE MEADOW CAMPGROUND,water_system,
SEQUOIA BIBLE FELLOWSHIP,water_system,
BUTTE-GLENN COMMUNITY COLLEGE DIST,water_system,
CARDINAL VILLAGE RESORT,water_system,
WILSON CIRCLE MUTUAL WATER COMPANY,water_system,
ATASCADERO STATE HOSPITAL,water_system,
BURNT RANCH SCHOOL,water_system,
RANCHO CORRALITOS,water_system,
"LEMOORE, CITY OF",water_system,
RINCON DEL DIABLO MWD (ID-1),water_system,
CITY OF NEWMAN-WATER DEPARTMENT,water_system,
LAS FLORES WATER WORKS,water_system,
AUSTIN ACRES MUTUAL WATER COMPANY,water_system,
ANTELOPE CREEK MHP,water_system,
FRIENDLY ACRES MHP,water_system,
HUNTER'S FISHING RESORT,water_system,
MODERN VILLAGE MWC,water_system,
EXCELSIOR MIDDLE SCHOOL,water_system,
VIERRA CANYON WS #29,water_system,
SKYWALKER RANCH,water_system,
YUIMA MUNICIPAL WATER DISTRICT,water_system,
THE RIVER COMMUNITY,water_system,
HUNGRY VALLEY STATE VEHICULAR REC AREA,water_system,
BRITZ/COLUSA,water_system,
CALENERGY (SALTON SEA UNIT NO III),water_system,
"YREKA, CITY OF",water_system,
USA WASTE OF CALIFORNIA,water_system,
CHILDKIND LAGUNA PRESCHOOL,water_system,
CEDAR LODGE,water_system,
HERLONG PUBLIC UTILITY DISTRICT,water_system,
PETER PITCHESS HONOR RANCHO DETN. CTR,water_system,
SAN JOSE WATER,water_system,
SONOMA VALLEY MOOSE LODGE #2048,water_system,
AERA ENERGY LLC WS,water_system,
PINEVIEW MOBILE HOME PARK,water_system,
MDF-BLUE LAKE CG,water_system,
CITY OF ARROYO GRANDE UTILITIES DIVISION,water_system,
RINCON VALLEY MOBILE ESTATES,water_system,
VINEYARD MUTUAL WATER COMPANY/INDUSTRIAL,water_system,
VALLEY OF ENCHANTMENT MWC,water_system,
WOODLAND RIDGE MUTUAL WATER CO,water_system,
EXXON STATION WS,water_system,
TOMALES ELEM & MIDDLE SCHOOL,water_system,
PINE CREEK VILLAGE,water_system,
FOOTHILL ESTATES MHP,water_system,
ANTELOPE VALLEY INDIAN MUSEUM STATE PARK,water_system,
HARRISON RD WS #01,water_system,
"LODI, CITY OF",water_system,
NEVADA ID - NORTH AUBURN,water_system,
KINGS CANYON HIGH SCHOOL,water_system,
BALLS FERRY FISHING RESORT,water_system,
MD 42 STILL MEADOW,water_system,
ROCKY COMFORT MUTUAL WATER CO,water_system,
UPPER LITTLE BEAR MOUNTAIN CLUB,water_system,
"FARMERSVILLE, CITY OF",water_system,
PINE RIDGE PARK ESTATES,water_system,
PLAZA MOBILE HOME PARK,water_system,
TUCKER OAKS EAST WATER DISTRICT,water_system,
OUTWARD BOUND CALIFORNIA,water_system,
CITY OF SAN JOSE - EVG/EDV/COY,water_system,
MIRANDA C.S.D.,water_system,
ESTANCIA WINERY WS,water_system,
FCSA 05 - WILDWOOD ISLAND,water_system,
MD 36 EASTIN ARCOLA,water_system,
MD 06 LAKE SHORE PARK,water_system,
"MANTECA, CITY OF",water_system,
ECCO,water_system,
MARIPOSA DISTRICT FAIRGROUND,water_system,
"NAVAL BASE VENTURA COUNTY, POINT MUGU",water_system,
LEISURE ACRES MUTUAL WATER COMPANY,water_system,
OLD RIVER MUTUAL WATER COMPANY,water_system,
CAL AM - OAKHURST,water_system,
MD 28 RIPPERDAN SELF HELP,water_system,
BASS LAKE ANNEX 3,water_system,
ROBLEY PROPERTY MWS,water_system,
CAL AM - LINCOLN OAKS,water_system,
CACHEVILLE SERVICE DIST,water_system,
"OCOTILLO OASIS, LLC",water_system,
DELFT COLONY WATER,water_system,
MONTARA WATER AND SANITARY DISTRICT,water_system,
BEDEL MUTUAL WATER COMPANY,water_system,
SMILEY PARK COUNTRY CLUB,water_system,
SONOMA RANCH MUTUAL WATER COMPANY,water_system,
WEST WATER COMPANY (PUC),water_system,
"TRINIDAD, CITY OF",water_system,
SUE-MEG SP-STATE PARKS,water_system,
VALLEY FORD HOTEL,water_system,
SHASTA HORIZON MOBILE HOME PARK,water_system,
SHASTA CASCADE MOBILEHOME PARK,water_system,
HRC C.S.D.,water_system,
LILI VALLEY WATER CO.,water_system,
LAKE COUNTY CSA 13 - KONO TAYEE,water_system,
YOSEMITE WEST WATER SYSTEM,water_system,
MONTE SHASTA M.W.C.,water_system,
GRENADA SANITARY DISTRICT,water_system,
CHITACTAC-ADAMS COUNTY PARK,water_system,
USFS - WHEELER GORGE CAMPGROUND,water_system,
OLIVET UNIVERSITY,water_system,
ANZA RV RESORT,water_system,
HAMILTON BRANCH CSD,water_system,
YUCAIPA VALLEY WATER DISTRICT,water_system,
SANTA CLARITA VALLEY WATER AGENCY,water_system,
DSPUD-BIG BEND,water_system,
CITY OF MILPITAS,water_system,
HERITAGE RANCH CSD,water_system,
INYO COUNTY PWD - LONE PINE,water_system,
CWS - FREMONT VALLEY,water_system,
"LOS ANGELES CWWD 40, REG. 38-LAKE LA",water_system,
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
HAWTHORNE-CITY WATER DEPT.,water_system,
"COMMERCE-CITY, WATER DEPT.",water_system,
LOS ANGELES CWWD 40 REG 4 & 34 LANCASTER,water_system,
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
LOS ANGELES CWWD 36-VAL VERDE,water_system,
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
LOS ANGELES CWWD 37-ACTON,water_system,
CWSC KING CITY,water_system,
CWSC SALINAS HILLS,water_system,
FAMILY TREE FARMS,water_system,
FRIENDS RV PARK,water_system,
"FRESH SELECT, LLC",water_system,
FOSTER FARMS TRAVER FEEDMILL,water_system,
FAR HORIZONS CAMP,water_system,
CALIFORNIA CITRUS ASSOCIATION,water_system,
