"","page_num","gsp_id","file_path","file_name","admin","basin_plan","sust_criteria","monitoring_networks","projects_mgmt_actions","is_comment","is_reference"
"122",4,"0124","Multipurpose_Files/portal_files//v1_gsp_num_id_0124.txt","v1_gsp_num_id_0124.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"123",4,"0125","Multipurpose_Files/portal_files//v1_gsp_num_id_0125.txt","v1_gsp_num_id_0125.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"124",4,"0127","Multipurpose_Files/portal_files//v1_gsp_num_id_0127.txt","v1_gsp_num_id_0127.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"125",4,"0132","Multipurpose_Files/portal_files//v1_gsp_num_id_0132.txt","v1_gsp_num_id_0132.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"126",4,"0134","Multipurpose_Files/portal_files//v1_gsp_num_id_0134.txt","v1_gsp_num_id_0134.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"127",4,"0136","Multipurpose_Files/portal_files//v1_gsp_num_id_0136.txt","v1_gsp_num_id_0136.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"128",4,"0137","Multipurpose_Files/portal_files//v1_gsp_num_id_0137.txt","v1_gsp_num_id_0137.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"129",4,"0150","Multipurpose_Files/portal_files//v1_gsp_num_id_0150.txt","v1_gsp_num_id_0150.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"130",4,"0150","Multipurpose_Files/portal_files//v2_gsp_num_id_0150.txt","v2_gsp_num_id_0150.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"131",4,"0155","Multipurpose_Files/portal_files//v1_gsp_num_id_0155.txt","v1_gsp_num_id_0155.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"132",4,"0156","Multipurpose_Files/portal_files//v1_gsp_num_id_0156.txt","v1_gsp_num_id_0156.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"133",5,"0008","Multipurpose_Files/portal_files//v1_gsp_num_id_0008.txt","v1_gsp_num_id_0008.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"134",5,"0012","Multipurpose_Files/portal_files//v2_gsp_num_id_0012.txt","v2_gsp_num_id_0012.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"135",5,"0013","Multipurpose_Files/portal_files//v1_gsp_num_id_0013.txt","v1_gsp_num_id_0013.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"136",5,"0013","Multipurpose_Files/portal_files//v2_gsp_num_id_0013.txt","v2_gsp_num_id_0013.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"137",5,"0015","Multipurpose_Files/portal_files//v1_gsp_num_id_0015.txt","v1_gsp_num_id_0015.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"138",5,"0015","Multipurpose_Files/portal_files//v2_gsp_num_id_0015.txt","v2_gsp_num_id_0015.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"139",5,"0019","Multipurpose_Files/portal_files//v1_gsp_num_id_0019.txt","v1_gsp_num_id_0019.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"140",5,"0021","Multipurpose_Files/portal_files//v2_gsp_num_id_0021.txt","v2_gsp_num_id_0021.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"141",5,"0036","Multipurpose_Files/portal_files//v2_gsp_num_id_0036.txt","v2_gsp_num_id_0036.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"142",5,"0044","Multipurpose_Files/portal_files//v2_gsp_num_id_0044.txt","v2_gsp_num_id_0044.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"143",5,"0054","Multipurpose_Files/portal_files//v2_gsp_num_id_0054.txt","v2_gsp_num_id_0054.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"144",5,"0056","Multipurpose_Files/portal_files//v2_gsp_num_id_0056.txt","v2_gsp_num_id_0056.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"145",5,"0065","Multipurpose_Files/portal_files//v2_gsp_num_id_0065.txt","v2_gsp_num_id_0065.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"146",5,"0070","Multipurpose_Files/portal_files//v1_gsp_num_id_0070.txt","v1_gsp_num_id_0070.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
