pattern,entity_type,match,notes
state_water_resources_control_board,Institutional_other,exact,gaz:water_entity_dictionary
stevens_creek_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
stevens_creek_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
stewart_tract,GSA,exact,gaz:water_gsa_dictionary
stewart_tract_gsa,GSA,exact,gaz:water_gsa_dictionary
stockdale_west_recharge_basin,Non_institutional,exact,gaz:water_infrastructure_dictionary
stockton_east_water_district,GSA,exact,gaz:water_gsa_dictionary
stockton_east_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
stony_creek,Non_institutional,exact,gaz:water_bodies_dictionary
stony_gorge_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
success_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
success_reservoir,Non_institutional,exact,gaz:water_bodies_dictionary
suisun_bay,Non_institutional,exact,gaz:water_bodies_dictionary
suisun_marsh,Non_institutional,exact,gaz:water_bodies_dictionary
suisun_marsh_salinity_control_gates,Non_institutional,exact,gaz:water_infrastructure_dictionary
surfrider_foundation,NGO,exact,gaz:water_entity_dictionary
sustainable_conservation,NGO,exact,gaz:water_entity_dictionary
sutherland_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
sutherland_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
sutter_bypass,Non_institutional,exact,gaz:water_infrastructure_dictionary
sutter_community_service_district,GSA,exact,gaz:water_gsa_dictionary
sutter_community_service_district_gsa,GSA,exact,gaz:water_gsa_dictionary
sutter_extension_water_district,GSA,exact,gaz:water_gsa_dictionary
sutter_extension_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
svawpc,Non_institutional,exact,gaz:water_infrastructure_dictionary
swc,NGO,exact,gaz:water_entity_dictionary
sweetwater_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
sweetwater_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
swp_california_aqueduct,Non_institutional,exact,gaz:water_infrastructure_dictionary
swp_delta_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
swrcb,Institutional_other,exact,gaz:water_entity_dictionary
tahoe_regional_planning_agency,Institutional_other,exact,gaz:water_entity_dictionary
tc_canal,Non_institutional,exact,gaz:water_infrastructure_dictionary
tcca,Institutional_other,exact,gaz:water_entity_dictionary
tea_pot_dome_water_district,GSA,exact,gaz:water_gsa_dictionary
tehachapi_crossing,Non_institutional,exact,gaz:water_infrastructure_dictionary
tehachapi_tunnels,Non_institutional,exact,gaz:water_infrastructure_dictionary
tehama_colusa_canal,Non_institutional,exact,gaz:water_infrastructure_dictionary
tehama_colusa_canal_authority,Institutional_other,exact,gaz:water_entity_dictionary
tehama_county_flood_control_and_water_conservation_district,GSA,exact,gaz:water_gsa_dictionary
tehama_county_flood_control_and_water_conservation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
tejon_castac_water_district,GSA,exact,gaz:water_gsa_dictionary
tejon_castac_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
temescal_subbasin,GSA,exact,gaz:water_gsa_dictionary
temescal_subbasin_gsa,GSA,exact,gaz:water_gsa_dictionary
terminal_island_water_reclamation_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
terminus_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
terra_bella_irrigation_district_groundwater_sustainability_agenc,GSA,exact,gaz:water_gsa_dictionary
the_nature_conservancy,NGO,exact,gaz:water_entity_dictionary
thermalito_diversion_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
thermalito_power_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
thermalito_pumping_generating_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
three_valleys_municipal_water_district,Institutional_other,exact,gaz:water_entity_dictionary
three_valleys_mwd,Institutional_other,exact,gaz:water_entity_dictionary
tid,Institutional_other,exact,gaz:water_entity_dictionary
tijuana_river,Non_institutional,exact,gaz:water_bodies_dictionary
tillman_water_reclamation_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
tisdale_bypass,Non_institutional,exact,gaz:water_infrastructure_dictionary
tisdale_weir,Non_institutional,exact,gaz:water_infrastructure_dictionary
tmwa,Institutional_other,exact,gaz:water_entity_dictionary
tnc,NGO,exact,gaz:water_entity_dictionary
tomales_bay,Non_institutional,exact,gaz:water_bodies_dictionary
torres_martinez_desert_cahuilla_indians,Institutional_other,exact,gaz:water_entity_dictionary
tracy_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
tracy_subbasin,Non_institutional,exact,gaz:water_bodies_dictionary
treepeople,NGO,exact,gaz:water_entity_dictionary
tri_county_water_authority,GSA,exact,gaz:water_gsa_dictionary
tri_county_water_authority_gsa,GSA,exact,gaz:water_gsa_dictionary
tri_county_water_authority_gsa_tulare_lake,GSA,exact,gaz:water_gsa_dictionary
tri_county_water_authority_gsa_tule,GSA,exact,gaz:water_gsa_dictionary
triangle_t_water_district,GSA,exact,gaz:water_gsa_dictionary
triangle_t_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
trinity_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
trinity_river,Non_institutional,exact,gaz:water_bodies_dictionary
trout_unlimited,NGO,exact,gaz:water_entity_dictionary
trpa,Institutional_other,exact,gaz:water_entity_dictionary
truckee_meadows_water_authority,Institutional_other,exact,gaz:water_entity_dictionary
truckee_river,Non_institutional,exact,gaz:water_bodies_dictionary
tulare_lake_basin,Non_institutional,exact,gaz:water_bodies_dictionary
tulare_lake_basin_water_storage_district,Institutional_other,exact,gaz:water_entity_dictionary
tulare_lake_bed_recharge,Non_institutional,exact,gaz:water_infrastructure_dictionary
tulare_lake_recharge_project,Non_institutional,exact,gaz:water_infrastructure_dictionary
tulare_lake_subbasin,Non_institutional,exact,gaz:water_bodies_dictionary
tule_east_gsa_jpa,GSA,exact,gaz:water_gsa_dictionary
tule_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
tule_river,Non_institutional,exact,gaz:water_bodies_dictionary
tule_river_indian_tribe,Institutional_other,exact,gaz:water_entity_dictionary
tule_subbasin,Non_institutional,exact,gaz:water_bodies_dictionary
tulelake_irrigation_district,GSA,exact,gaz:water_gsa_dictionary
tulelake_irrigation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
tulloch_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
tulloch_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
tuolumne_band_of_me_wuk_indians,Institutional_other,exact,gaz:water_entity_dictionary
tuolumne_me_wuk,Institutional_other,exact,gaz:water_entity_dictionary
tuolumne_river,Non_institutional,exact,gaz:water_bodies_dictionary
tuolumne_river_regional_water_system,Non_institutional,exact,gaz:water_infrastructure_dictionary
turlock_irrigation_district,Institutional_other,exact,gaz:water_entity_dictionary
turlock_subbasin,Non_institutional,exact,gaz:water_bodies_dictionary
turner_island_water_district,GSA,exact,gaz:water_gsa_dictionary
turner_island_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
turner_island_water_district_gsa_delta_mendota,GSA,exact,gaz:water_gsa_dictionary
turner_island_water_district_gsa_merced,GSA,exact,gaz:water_gsa_dictionary
twitchell_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
twitchell_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
ukiah_valley_basin,GSA,exact,gaz:water_gsa_dictionary
ukiah_valley_basin_gsa,GSA,exact,gaz:water_gsa_dictionary
unconfined_aquifer,Non_institutional,exact,gaz:water_bodies_dictionary
united_auburn_indian_community,Institutional_other,exact,gaz:water_entity_dictionary
upper_feather_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_klamath_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_los_angeles_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_merced_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_newport_bay,Non_institutional,exact,gaz:water_bodies_dictionary
upper_owens_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_pit_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_putah_creek,Non_institutional,exact,gaz:water_bodies_dictionary
upper_russian_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_sacramento_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_salinas_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_san_gabriel_mwd,Institutional_other,exact,gaz:water_entity_dictionary
upper_san_gabriel_valley_municipal_water_district,Institutional_other,exact,gaz:water_entity_dictionary
upper_san_joaquin_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_san_luis_rey_groundwater_management_authority,GSA,exact,gaz:water_gsa_dictionary
upper_san_luis_rey_groundwater_management_authority_gsa,GSA,exact,gaz:water_gsa_dictionary
upper_santa_ana_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_santa_clara_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_trinity_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_tuolumne_river,Non_institutional,exact,gaz:water_bodies_dictionary
upper_ventura_river_groundwater_agency,GSA,exact,gaz:water_gsa_dictionary
upper_ventura_river_groundwater_agency_gsa,GSA,exact,gaz:water_gsa_dictionary
us_army_corps_of_engineers,Institutional_other,exact,gaz:water_entity_dictionary
us_bureau_of_reclamation,Institutional_other,exact,gaz:water_entity_dictionary
us_department_of_agriculture,Institutional_other,exact,gaz:water_entity_dictionary
us_department_of_housing_and_urban_development,Institutional_other,exact,gaz:water_entity_dictionary
us_department_of_the_interior,Institutional_other,exact,gaz:water_entity_dictionary
us_environmental_protection_agency,Institutional_other,exact,gaz:water_entity_dictionary
us_epa,Institutional_other,exact,gaz:water_entity_dictionary
us_fish_and_wildlife_service,Institutional_other,exact,gaz:water_entity_dictionary
us_forest_service,Institutional_other,exact,gaz:water_entity_dictionary
us_geological_survey,Institutional_other,exact,gaz:water_entity_dictionary
usace,Institutional_other,exact,gaz:water_entity_dictionary
usbr,Institutional_other,exact,gaz:water_entity_dictionary
usda,Institutional_other,exact,gaz:water_entity_dictionary
usfs,Institutional_other,exact,gaz:water_entity_dictionary
usfws,Institutional_other,exact,gaz:water_entity_dictionary
usgs,Institutional_other,exact,gaz:water_entity_dictionary
uvas_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
uvas_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
vail_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
vail_lake,Non_institutional,exact,gaz:water_infrastructure_dictionary
valley_water,Institutional_other,exact,gaz:water_entity_dictionary
van_arsdale_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
van_duzen_river,Non_institutional,exact,gaz:water_bodies_dictionary
vandalia_water_district,GSA,exact,gaz:water_gsa_dictionary
vasona_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
vasona_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
vcwpd,Institutional_other,exact,gaz:water_entity_dictionary
ventura_county_watershed_protection_district,Institutional_other,exact,gaz:water_entity_dictionary
ventura_river,Non_institutional,exact,gaz:water_bodies_dictionary
verbenia,GSA,exact,gaz:water_gsa_dictionary
verbenia_gsa,GSA,exact,gaz:water_gsa_dictionary
vina,GSA,exact,gaz:water_gsa_dictionary
vina_gsa,GSA,exact,gaz:water_gsa_dictionary
walker_river,Non_institutional,exact,gaz:water_bodies_dictionary
walnut_grove_cross_channel,Non_institutional,exact,gaz:water_infrastructure_dictionary
wapa,Institutional_other,exact,gaz:water_entity_dictionary
warm_springs_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
warm_springs_reservoir,Non_institutional,exact,gaz:water_bodies_dictionary
water_education_foundation,NGO,exact,gaz:water_entity_dictionary
wcb,Institutional_other,exact,gaz:water_entity_dictionary
wef,NGO,exact,gaz:water_entity_dictionary
west_basin,Non_institutional,exact,gaz:water_bodies_dictionary
west_basin_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
west_basin_municipal_water_district,Institutional_other,exact,gaz:water_entity_dictionary
west_basin_mwd,Institutional_other,exact,gaz:water_entity_dictionary
west_basin_water_recycling_program,Non_institutional,exact,gaz:water_infrastructure_dictionary
west_branch_california_aqueduct,Non_institutional,exact,gaz:water_infrastructure_dictionary
west_branch_swp,Non_institutional,exact,gaz:water_infrastructure_dictionary
west_fork_san_gabriel_river,Non_institutional,exact,gaz:water_bodies_dictionary
west_kern_water_district,GSA,exact,gaz:water_gsa_dictionary
west_kern_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
west_placer,GSA,exact,gaz:water_gsa_dictionary
west_placer_gsa,GSA,exact,gaz:water_gsa_dictionary
west_sacramento_levee_project,Non_institutional,exact,gaz:water_infrastructure_dictionary
west_san_jacinto,GSA,exact,gaz:water_gsa_dictionary
west_san_jacinto_gsa,GSA,exact,gaz:water_gsa_dictionary
west_stanislaus_irrigation_district,GSA,exact,gaz:water_gsa_dictionary
west_stanislaus_irrigation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
west_turlock_subbasin,GSA,exact,gaz:water_gsa_dictionary
west_turlock_subbasin_gsa,GSA,exact,gaz:water_gsa_dictionary
western_area_power_administration,Institutional_other,exact,gaz:water_entity_dictionary
western_canal_water_district,GSA,exact,gaz:water_gsa_dictionary
western_canal_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
western_municipal_water_district,GSA,exact,gaz:water_gsa_dictionary
western_municipal_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
western_municipal_water_district_gsa_riverside_arlington,GSA,exact,gaz:water_gsa_dictionary
westlands_water_district,GSA,exact,gaz:water_gsa_dictionary
westlands_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
westside_district_water_authority,GSA,exact,gaz:water_gsa_dictionary
westside_district_water_authority_gsa,GSA,exact,gaz:water_gsa_dictionary
westside_sacramento_integrated_regional_water_management,Non_institutional,exact,gaz:water_entity_dictionary
westside_sacramento_irwm,Non_institutional,exact,gaz:water_entity_dictionary
westside_subbasin,Non_institutional,exact,gaz:water_bodies_dictionary
wheeler_ridge_maricopa,GSA,exact,gaz:water_gsa_dictionary
wheeler_ridge_maricopa_gsa,GSA,exact,gaz:water_gsa_dictionary
wheeler_ridge_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
whiskeytown_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
whiskeytown_lake_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
white_wolf,GSA,exact,gaz:water_gsa_dictionary
white_wolf_gsa,GSA,exact,gaz:water_gsa_dictionary
whitewater_creek,Non_institutional,exact,gaz:water_bodies_dictionary
whitewater_river,Non_institutional,exact,gaz:water_bodies_dictionary
whittier_narrows_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
whittier_narrows_spreading_grounds,Non_institutional,exact,gaz:water_infrastructure_dictionary
widren_water_district,GSA,exact,gaz:water_gsa_dictionary
widren_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
wildlife_conservation_board,Institutional_other,exact,gaz:water_entity_dictionary
william_r_gianelli_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
wilton_rancheria,Institutional_other,exact,gaz:water_entity_dictionary
wind_gap_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
winnemem_wintu_tribe,Institutional_other,exact,gaz:water_entity_dictionary
wintun_nation,Institutional_other,exact,gaz:water_entity_dictionary
wintun_people,Institutional_other,exact,gaz:water_entity_dictionary
wiyot_tribe,Institutional_other,exact,gaz:water_entity_dictionary
woodbridge_irrigation_district,GSA,exact,gaz:water_gsa_dictionary
woodbridge_irrigation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
wwd,Institutional_other,exact,gaz:water_entity_dictionary
wyandotte_creek,GSA,exact,gaz:water_gsa_dictionary
wyandotte_creek_gsa,GSA,exact,gaz:water_gsa_dictionary
yana_tribe,Institutional_other,exact,gaz:water_entity_dictionary
ycwa,Institutional_other,exact,gaz:water_entity_dictionary
yokuts_people,Institutional_other,exact,gaz:water_entity_dictionary
yokuts_tribe,Institutional_other,exact,gaz:water_entity_dictionary
yolo_bypass,Non_institutional,exact,gaz:water_infrastructure_dictionary
yolo_county_fcwcd,Institutional_other,exact,gaz:water_entity_dictionary
yolo_county_flood_control_and_water_conservation_district,Institutional_other,exact,gaz:water_entity_dictionary
yolo_county_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
yolo_subbasin,GSA,exact,gaz:water_gsa_dictionary
yolo_subbasin_gsa,GSA,exact,gaz:water_gsa_dictionary
yuba_county_water_agency,Institutional_other,exact,gaz:water_entity_dictionary
yuba_river,Non_institutional,exact,gaz:water_bodies_dictionary
yuba_water_agency,GSA,exact,gaz:water_gsa_dictionary
yuba_water_agency_gsa,GSA,exact,gaz:water_gsa_dictionary
yuba_water_agency_gsa_north_yuba,GSA,exact,gaz:water_gsa_dictionary
yuba_water_agency_gsa_south_yuba,GSA,exact,gaz:water_gsa_dictionary
yucaipa_basin,GSA,exact,gaz:water_gsa_dictionary
yucaipa_basin_gsa,GSA,exact,gaz:water_gsa_dictionary
yurok_indian_tribe,Institutional_other,exact,gaz:water_entity_dictionary
yurok_tribe,Institutional_other,exact,gaz:water_entity_dictionary
zone_7,Institutional_other,exact,gaz:water_entity_dictionary
zone_7_water_agency,GSA,exact,gaz:water_gsa_dictionary
zone_7_water_agency_gsa,GSA,exact,gaz:water_gsa_dictionary
zone_7_water_agency_gsa_exclusive_portion,GSA,exact,gaz:water_gsa_dictionary
zone_7_water_agency_gsa_non_exclusive_portion,GSA,exact,gaz:water_gsa_dictionary
